	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
19	P25942	Tumor necrosis factor receptor superfamily member 5	Swiss-Prot	CD40	4.0	['hsa05322', 'hsa05330', 'hsa04514', 'hsa05416']	KEGG_2019_Human	2.0	['WP2328', 'WP2806']	WikiPathways_2019_Human			
20	P29965	CD40 ligand	Swiss-Prot	CD40LG	4.0	['hsa05322', 'hsa05330', 'hsa04514', 'hsa05416']	KEGG_2019_Human	1.0	['WP2328']	WikiPathways_2019_Human			
21	P30511	HLA class I histocompatibility antigen, alpha chain F	Swiss-Prot	HLA-F	4.0	['hsa05330', 'hsa05332', 'hsa04514', 'hsa05416']	KEGG_2019_Human	2.0	['WP2328', 'WP4217']	WikiPathways_2019_Human	2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
22	P10321	HLA class I histocompatibility antigen, C alpha chain	Swiss-Prot	HLA-C	4.0	['hsa05330', 'hsa05332', 'hsa04514', 'hsa05416']	KEGG_2019_Human	2.0	['WP2328', 'WP4217']	WikiPathways_2019_Human	2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
23	P04439	HLA class I histocompatibility antigen, A alpha chain	Swiss-Prot	HLA-A	4.0	['hsa05330', 'hsa05332', 'hsa04514', 'hsa05416']	KEGG_2019_Human	2.0	['WP2328', 'WP4217']	WikiPathways_2019_Human	2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
24	P01889	HLA class I histocompatibility antigen, B alpha chain	Swiss-Prot	HLA-B	4.0	['hsa05330', 'hsa05332', 'hsa04514', 'hsa05416']	KEGG_2019_Human	2.0	['WP2328', 'WP4217']	WikiPathways_2019_Human	2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
25	P13747	HLA class I histocompatibility antigen, alpha chain E	Swiss-Prot	HLA-E	4.0	['hsa05330', 'hsa05332', 'hsa04514', 'hsa05416']	KEGG_2019_Human				2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
26	P63211	Guanine nucleotide-binding protein G(T) subunit gamma-T1	Swiss-Prot	GNGT1	3.0	['hsa04727', 'hsa04744', 'hsa04724']	KEGG_2019_Human				8.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-202040', 'R-HSA-112314', 'R-HSA-2485179']	Reactome_2016
27	Q01668	Voltage-dependent L-type calcium channel subunit alpha-1D	Swiss-Prot	CACNA1D	3.0	['hsa04727', 'hsa04930', 'hsa04724']	KEGG_2019_Human						
28	P62873	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	Swiss-Prot	GNB1	3.0	['hsa04727', 'hsa04744', 'hsa04724']	KEGG_2019_Human				8.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-202040', 'R-HSA-112314', 'R-HSA-2485179']	Reactome_2016
29	P05107	Integrin beta-2	Swiss-Prot	ITGB2	3.0	['hsa05150', 'hsa04514', 'hsa05416']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
30	P05362	Intercellular adhesion molecule 1	Swiss-Prot	ICAM1	3.0	['hsa05150', 'hsa04514', 'hsa05416']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human	2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
31	P01579	Interferon gamma	Swiss-Prot	IFNG	3.0	['hsa05322', 'hsa05330', 'hsa05332']	KEGG_2019_Human	1.0	['WP2328']	WikiPathways_2019_Human	2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
32	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Swiss-Prot	CACNA1C	3.0	['hsa04727', 'hsa04930', 'hsa04724']	KEGG_2019_Human						
33	P22301	Interleukin-10	Swiss-Prot	IL10	3.0	['hsa05150', 'hsa05322', 'hsa05330']	KEGG_2019_Human	2.0	['WP2328', 'WP706']	WikiPathways_2019_Human			
34	O00555	Voltage-dependent P/Q-type calcium channel subunit alpha-1A	Swiss-Prot	CACNA1A	3.0	['hsa04727', 'hsa04930', 'hsa04724']	KEGG_2019_Human	1.0	['WP2267']	WikiPathways_2019_Human	2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
35	P14222	Perforin-1	Swiss-Prot	PRF1	3.0	['hsa05330', 'hsa05332', 'hsa05416']	KEGG_2019_Human	1.0	['WP2328']	WikiPathways_2019_Human			
36	P20701	Integrin alpha-L	Swiss-Prot	ITGAL	3.0	['hsa05150', 'hsa04514', 'hsa05416']	KEGG_2019_Human						
37	P10144	Granzyme B	Swiss-Prot	GZMB	2.0	['hsa05330', 'hsa05332']	KEGG_2019_Human	1.0	['WP2328']	WikiPathways_2019_Human			
38	P02747	Complement C1q subcomponent subunit C	Swiss-Prot	C1QC	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	3.0	['WP2328', 'WP545', 'WP558']	WikiPathways_2019_Human			
39	P22612	cAMP-dependent protein kinase catalytic subunit gamma	Swiss-Prot	PRKACG	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
40	Q00975	Voltage-dependent N-type calcium channel subunit alpha-1B	Swiss-Prot	CACNA1B	2.0	['hsa04727', 'hsa04930']	KEGG_2019_Human	1.0	['WP2267']	WikiPathways_2019_Human	2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
41	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2	Swiss-Prot	GNAI2	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human	4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
42	P02746	Complement C1q subcomponent subunit B	Swiss-Prot	C1QB	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	3.0	['WP2328', 'WP545', 'WP558']	WikiPathways_2019_Human			
43	Q14242	P-selectin glycoprotein ligand 1	Swiss-Prot	SELPLG	2.0	['hsa05150', 'hsa04514']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
44	P02745	Complement C1q subcomponent subunit A	Swiss-Prot	C1QA	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	3.0	['WP2328', 'WP545', 'WP558']	WikiPathways_2019_Human			
45	P15104	Glutamine synthetase	Swiss-Prot	GLUL	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
46	P16109	P-selectin	Swiss-Prot	SELP	2.0	['hsa05150', 'hsa04514']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
47	P16520	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	Swiss-Prot	GNB3	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human	1.0	['WP706']	WikiPathways_2019_Human	4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
48	Q15848	Adiponectin	Swiss-Prot	ADIPOQ	2.0	['hsa04930', 'hsa05322']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
49	P17252	Protein kinase C alpha type	Swiss-Prot	PRKCA	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human	6.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-112314']	Reactome_2016
50	P17612	cAMP-dependent protein kinase catalytic subunit alpha	Swiss-Prot	PRKACA	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human	2.0	['WP706', 'WP2806']	WikiPathways_2019_Human	3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
51	P22694	cAMP-dependent protein kinase catalytic subunit beta	Swiss-Prot	PRKACB	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human	1.0	['WP706']	WikiPathways_2019_Human	3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
52	P05771	Protein kinase C beta type	Swiss-Prot	PRKCB	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
53	Q86YM7	Homer protein homolog 1	Swiss-Prot	HOMER1	2.0	['hsa04724', 'hsa05416']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
54	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a	Swiss-Prot	FCGR2A	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human						
55	P27361	Mitogen-activated protein kinase 3	Swiss-Prot	MAPK3	2.0	['hsa04930', 'hsa04724']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human	4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314', 'R-HSA-913531']	Reactome_2016
56	Q13224	Glutamate receptor ionotropic, NMDA 2B	Swiss-Prot	GRIN2B	2.0	['hsa05322', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
57	P28482	Mitogen-activated protein kinase 1	Swiss-Prot	MAPK1	2.0	['hsa04930', 'hsa04724']	KEGG_2019_Human	1.0	['WP4217']	WikiPathways_2019_Human	3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
58	P0C0L4	Complement C4-A	Swiss-Prot	C4A	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	4.0	['WP2328', 'WP706', 'WP545', 'WP2806']	WikiPathways_2019_Human			
59	P09871	Complement C1s subcomponent	Swiss-Prot	C1S	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	3.0	['WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
60	P09471	Guanine nucleotide-binding protein G(o) subunit alpha	Swiss-Prot	GNAO1	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-202040']	Reactome_2016
61	P08754	Guanine nucleotide-binding protein G(i) subunit alpha	Swiss-Prot	GNAI3	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human	4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
62	Q08828	Adenylate cyclase type 1	Swiss-Prot	ADCY1	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
63	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A	Swiss-Prot	FCGR3A	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	1.0	['WP2806']	WikiPathways_2019_Human			
64	P25445	Tumor necrosis factor receptor superfamily member 6	Swiss-Prot	FAS	2.0	['hsa05330', 'hsa05332']	KEGG_2019_Human	1.0	['WP2328']	WikiPathways_2019_Human			
65	Q08462	Adenylate cyclase type 2	Swiss-Prot	ADCY2	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
66	P11215	Integrin alpha-M	Swiss-Prot	ITGAM	2.0	['hsa05150', 'hsa04514']	KEGG_2019_Human						
67	Q8NFM4	Adenylate cyclase type 4	Swiss-Prot	ADCY4	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
68	P12314	High affinity immunoglobulin gamma Fc receptor I	Swiss-Prot	FCGR1A	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human				2.0	['R-HSA-913531', 'R-HSA-877300']	Reactome_2016
69	P06681	Complement C2	Swiss-Prot	C2	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	4.0	['WP2328', 'WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
70	Q12879	Glutamate receptor ionotropic, NMDA 2A	Swiss-Prot	GRIN2A	2.0	['hsa05322', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
71	P05129	Protein kinase C gamma type	Swiss-Prot	PRKCG	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
72	Q96QD8	Sodium-coupled neutral amino acid transporter 2	Swiss-Prot	SLC38A2	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
73	Q9P2W3	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	Swiss-Prot	GNG13	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
74	O94925	Glutaminase kidney isoform, mitochondrial	Swiss-Prot	GLS	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
75	P63215	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	Swiss-Prot	GNG3	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
76	Q9UK08	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8	Swiss-Prot	GNG8	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
77	P63096	Guanine nucleotide-binding protein G(i) subunit alpha-1	Swiss-Prot	GNAI1	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
78	P59768	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	Swiss-Prot	GNG2	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
79	Q9UI32	Glutaminase liver isoform, mitochondrial	Swiss-Prot	GLS2	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
80	O14610	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2	Swiss-Prot	GNGT2	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
81	Q9UBI6	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	Swiss-Prot	GNG12	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
82	O14775	Guanine nucleotide-binding protein subunit beta-5	Swiss-Prot	GNB5	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
83	Q9H2H9	Sodium-coupled neutral amino acid transporter 1	Swiss-Prot	SLC38A1	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human	1.0	['WP2267']	WikiPathways_2019_Human	2.0	['R-HSA-112316', 'R-HSA-112315']	Reactome_2016
84	P50150	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	Swiss-Prot	GNG4	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
85	P62879	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2	Swiss-Prot	GNB2	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
86	Q9HAV0	Guanine nucleotide-binding protein subunit beta-4	Swiss-Prot	GNB4	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
87	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B	Swiss-Prot	FCGR3B	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human						
88	P61952	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11	Swiss-Prot	GNG11	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
89	O60503	Adenylate cyclase type 9	Swiss-Prot	ADCY9	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
90	O60266	Adenylate cyclase type 3	Swiss-Prot	ADCY3	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
91	O60262	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	Swiss-Prot	GNG7	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
92	P48023	Tumor necrosis factor ligand superfamily member 6	Swiss-Prot	FASLG	2.0	['hsa05330', 'hsa05332']	KEGG_2019_Human	1.0	['WP2328']	WikiPathways_2019_Human			
93	P60568	Interleukin-2	Swiss-Prot	IL2	2.0	['hsa05330', 'hsa05332']	KEGG_2019_Human	1.0	['WP2328']	WikiPathways_2019_Human			
94	P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	Swiss-Prot	GNG5	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
95	O43306	Adenylate cyclase type 6	Swiss-Prot	ADCY6	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
96	O95622	Adenylate cyclase type 5	Swiss-Prot	ADCY5	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
97	P50151	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	Swiss-Prot	GNG10	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				4.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-202040', 'R-HSA-112314']	Reactome_2016
98	P00736	Complement C1r subcomponent	Swiss-Prot	C1R	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	3.0	['WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
99	P51828	Adenylate cyclase type 7	Swiss-Prot	ADCY7	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
100	P40145	Adenylate cyclase type 8	Swiss-Prot	ADCY8	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human				3.0	['R-HSA-112316', 'R-HSA-112315', 'R-HSA-112314']	Reactome_2016
101	P01031	Complement C5	Swiss-Prot	C5	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	3.0	['WP2328', 'WP545', 'WP2806']	WikiPathways_2019_Human			
102	P01024	Complement C3	Swiss-Prot	C3	2.0	['hsa05150', 'hsa05322']	KEGG_2019_Human	4.0	['WP2328', 'WP545', 'WP558', 'WP2806']	WikiPathways_2019_Human			
103	Q99624	Sodium-coupled neutral amino acid transporter 3	Swiss-Prot	SLC38A3	2.0	['hsa04727', 'hsa04724']	KEGG_2019_Human						
104	Q13740	CD166 antigen	Swiss-Prot	ALCAM	1.0	['hsa04514']	KEGG_2019_Human						
105	Q14028	Cyclic nucleotide-gated cation channel beta-1	Swiss-Prot	CNGB1	1.0	['hsa04744']	KEGG_2019_Human				4.0	['R-HSA-2514859', 'R-HSA-2514856', 'R-HSA-2187338', 'R-HSA-2485179']	Reactome_2016
106	P58400	Neurexin-1-beta	Swiss-Prot	NRXN1	1.0	['hsa04514']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
107	P55957	BH3-interacting domain death agonist	Swiss-Prot	BID	1.0	['hsa05416']	KEGG_2019_Human						
108	Q13797	Integrin alpha-9	Swiss-Prot	ITGA9	1.0	['hsa04514']	KEGG_2019_Human						
109	P55291	Cadherin-15	Swiss-Prot	CDH15	1.0	['hsa04514']	KEGG_2019_Human						
110	Q14654	ATP-sensitive inward rectifier potassium channel 11	Swiss-Prot	KCNJ11	1.0	['hsa04930']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
111	Q13698	Voltage-dependent L-type calcium channel subunit alpha-1S	Swiss-Prot	CACNA1S	1.0	['hsa04727']	KEGG_2019_Human						
112	P59665	Neutrophil defensin 1	Swiss-Prot	DEFA1	1.0	['hsa05150']	KEGG_2019_Human						
113	Q14118	Dystroglycan	Swiss-Prot	DAG1	1.0	['hsa05416']	KEGG_2019_Human						
