	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
44	Q02750	Dual specificity mitogen-activated protein kinase kinase 1	Swiss-Prot	MAP2K1	4.0	['hsa04934', 'hsa04725', 'hsa04010', 'hsa04210']	KEGG_2019_Human	3.0	[' WP437', ' WP382', ' WP51']	WikiPathways_2019_Human			
45	P45983	Mitogen-activated protein kinase 8	Swiss-Prot	MAPK8	4.0	['hsa04723', 'hsa04728', 'hsa04010', 'hsa04210']	KEGG_2019_Human	3.0	[' WP437', ' WP382', ' WP3611']	WikiPathways_2019_Human			
46	Q15759	Mitogen-activated protein kinase 11	Swiss-Prot	MAPK11	4.0	['hsa04723', 'hsa04728', 'hsa04010', 'hsa05014']	KEGG_2019_Human	2.0	[' WP382', ' WP3611']	WikiPathways_2019_Human			
47	P31751	RAC-beta serine/threonine-protein kinase	Swiss-Prot	AKT2	4.0	['hsa04728', 'hsa04725', 'hsa04010', 'hsa04210']	KEGG_2019_Human	1.0	[' WP382']	WikiPathways_2019_Human			
48	Q13698	Voltage-dependent L-type calcium channel subunit alpha-1S	Swiss-Prot	CACNA1S	4.0	['hsa04723', 'hsa04934', 'hsa04725', 'hsa04010']	KEGG_2019_Human	1.0	[' WP382']	WikiPathways_2019_Human			
49	P31749	RAC-alpha serine/threonine-protein kinase	Swiss-Prot	AKT1	4.0	['hsa04728', 'hsa04725', 'hsa04010', 'hsa04210']	KEGG_2019_Human	2.0	[' WP437', ' WP382']	WikiPathways_2019_Human			
50	Q00975	Voltage-dependent N-type calcium channel subunit alpha-1B	Swiss-Prot	CACNA1B	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04010']	KEGG_2019_Human	1.0	[' WP382']	WikiPathways_2019_Human	1.0	['R-HSA-112316']	Reactome_2016
51	A0A024R3R8		TrEMBL	GNG4	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human						
52	P16520	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	Swiss-Prot	GNB3	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
53	P63218	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5	Swiss-Prot	GNG5	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
54	P16298	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	Swiss-Prot	PPP3CB	4.0	['hsa04728', 'hsa04010', 'hsa04724', 'hsa05014']	KEGG_2019_Human	2.0	[' WP382', ' WP2447']	WikiPathways_2019_Human			
55	O43306	Adenylate cyclase type 6	Swiss-Prot	ADCY6	4.0	['hsa04723', 'hsa04934', 'hsa04725', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
56	O60262	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	Swiss-Prot	GNG7	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
57	P63215	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3	Swiss-Prot	GNG3	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
58	O60266	Adenylate cyclase type 3	Swiss-Prot	ADCY3	4.0	['hsa04723', 'hsa04934', 'hsa04725', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
59	P63211	Guanine nucleotide-binding protein G(T) subunit gamma-T1	Swiss-Prot	GNGT1	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
60	O15264	Mitogen-activated protein kinase 13	Swiss-Prot	MAPK13	4.0	['hsa04723', 'hsa04728', 'hsa04010', 'hsa05014']	KEGG_2019_Human	2.0	[' WP382', ' WP3611']	WikiPathways_2019_Human			
61	Q4F7X0	Adenylate cyclase	TrEMBL	ADCY8	4.0	['hsa04723', 'hsa04934', 'hsa04725', 'hsa04724']	KEGG_2019_Human						
62	Q8N6I9		TrEMBL	GNAO1	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human						
63	O60503	Adenylate cyclase type 9	Swiss-Prot	ADCY9	4.0	['hsa04723', 'hsa04934', 'hsa04725', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
64	Q16539	Mitogen-activated protein kinase 14	Swiss-Prot	MAPK14	4.0	['hsa04723', 'hsa04728', 'hsa04010', 'hsa05014']	KEGG_2019_Human	4.0	[' WP437', ' WP382', ' WP3611', ' WP2447']	WikiPathways_2019_Human			
65	P45984	Mitogen-activated protein kinase 9	Swiss-Prot	MAPK9	4.0	['hsa04723', 'hsa04728', 'hsa04010', 'hsa04210']	KEGG_2019_Human	2.0	[' WP437', ' WP382']	WikiPathways_2019_Human			
66	P59768	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2	Swiss-Prot	GNG2	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
67	P42261	Glutamate receptor 1	Swiss-Prot	GRIA1	4.0	['hsa04723', 'hsa04728', 'hsa04724', 'hsa05014']	KEGG_2019_Human	1.0	[' WP2447']	WikiPathways_2019_Human	1.0	['R-HSA-112316']	Reactome_2016
68	Q08462	Adenylate cyclase type 2	Swiss-Prot	ADCY2	4.0	['hsa04723', 'hsa04934', 'hsa04725', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
69	P50150	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4	Swiss-Prot	GNG4	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
70	P51828	Adenylate cyclase type 7	Swiss-Prot	ADCY7	4.0	['hsa04723', 'hsa04934', 'hsa04725', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
71	A0A024R056		TrEMBL		4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human						
72	P01112	GTPase HRas	Swiss-Prot	HRAS	4.0	['hsa04144', 'hsa04725', 'hsa04010', 'hsa04210']	KEGG_2019_Human	2.0	[' WP437', ' WP382']	WikiPathways_2019_Human	1.0	['R-HSA-112316']	Reactome_2016
73	P53778	Mitogen-activated protein kinase 12	Swiss-Prot	MAPK12	4.0	['hsa04723', 'hsa04728', 'hsa04010', 'hsa05014']	KEGG_2019_Human	2.0	[' WP382', ' WP3611']	WikiPathways_2019_Human			
74	Q9Y243	RAC-gamma serine/threonine-protein kinase	Swiss-Prot	AKT3	4.0	['hsa04728', 'hsa04725', 'hsa04010', 'hsa04210']	KEGG_2019_Human	1.0	[' WP382']	WikiPathways_2019_Human			
75	P53779	Mitogen-activated protein kinase 10	Swiss-Prot	MAPK10	4.0	['hsa04723', 'hsa04728', 'hsa04010', 'hsa04210']	KEGG_2019_Human	1.0	[' WP382']	WikiPathways_2019_Human			
76	Q08828	Adenylate cyclase type 1	Swiss-Prot	ADCY1	4.0	['hsa04723', 'hsa04934', 'hsa04725', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
77	P50151	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10	Swiss-Prot	GNG10	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
78	P61952	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11	Swiss-Prot	GNG11	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
79	Q08209	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	Swiss-Prot	PPP3CA	4.0	['hsa04728', 'hsa04010', 'hsa04724', 'hsa05014']	KEGG_2019_Human	2.0	[' WP382', ' WP2447']	WikiPathways_2019_Human			
80	P48549	G protein-activated inward rectifier potassium channel 1	Swiss-Prot	KCNJ3	4.0	['hsa04723', 'hsa04728', 'hsa04725', 'hsa04724']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
81	P48454	Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform	Swiss-Prot	PPP3CC	4.0	['hsa04728', 'hsa04010', 'hsa04724', 'hsa05014']	KEGG_2019_Human	2.0	[' WP382', ' WP2447']	WikiPathways_2019_Human			
82	Q68CJ9	Cyclic AMP-responsive element-binding protein 3-like protein 3	Swiss-Prot	CREB3L3	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human						
83	O43889	Cyclic AMP-responsive element-binding protein 3	Swiss-Prot	CREB3	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human						
84	Q7LDD5		TrEMBL	CAMK2A	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human	1.0	[' WP437']	WikiPathways_2019_Human			
85	P04637	Cellular tumor antigen p53	Swiss-Prot	TP53	3.0	['hsa04010', 'hsa05014', 'hsa04210']	KEGG_2019_Human	5.0	[' WP382', ' WP3611', ' WP1742', ' WP3959', ' WP2447']	WikiPathways_2019_Human			
86	P48051	G protein-activated inward rectifier potassium channel 2	Swiss-Prot	KCNJ6	3.0	['hsa04723', 'hsa04728', 'hsa04725']	KEGG_2019_Human				5.0	['R-HSA-112316', 'R-HSA-1296041', 'R-HSA-997272', 'R-HSA-1296059', 'R-HSA-1296071']	Reactome_2016
87	Q9UQM7	Calcium/calmodulin-dependent protein kinase type II subunit alpha	Swiss-Prot	CAMK2A	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human	1.0	[' WP437']	WikiPathways_2019_Human	1.0	['R-HSA-112316']	Reactome_2016
88	Q13224	Glutamate receptor ionotropic, NMDA 2B	Swiss-Prot	GRIN2B	3.0	['hsa04728', 'hsa04724', 'hsa05014']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
89	P19438	Tumor necrosis factor receptor superfamily member 1A	Swiss-Prot	TNFRSF1A	3.0	['hsa04010', 'hsa05014', 'hsa04210']	KEGG_2019_Human	3.0	[' WP382', ' WP3611', ' WP2447']	WikiPathways_2019_Human			
90	Q99683	Mitogen-activated protein kinase kinase kinase 5	Swiss-Prot	MAP3K5	3.0	['hsa04010', 'hsa05014', 'hsa04210']	KEGG_2019_Human	3.0	[' WP382', ' WP3611', ' WP2447']	WikiPathways_2019_Human			
91	P63098	Calcineurin subunit B type 1	Swiss-Prot	PPP3R1	3.0	['hsa04010', 'hsa04724', 'hsa05014']	KEGG_2019_Human	1.0	[' WP382']	WikiPathways_2019_Human			
92	Q70SY1	Cyclic AMP-responsive element-binding protein 3-like protein 2	Swiss-Prot	CREB3L2	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human						
93	A0A0S2Z3H8		TrEMBL	GNAS	3.0	['hsa04728', 'hsa04934', 'hsa04724']	KEGG_2019_Human						
94	Q53F85		TrEMBL		3.0	['hsa04010', 'hsa05014', 'hsa04210']	KEGG_2019_Human						
95	Q53GA5		TrEMBL		3.0	['hsa04010', 'hsa05014', 'hsa04210']	KEGG_2019_Human						
96	P15336	Cyclic AMP-dependent transcription factor ATF-2	Swiss-Prot	ATF2	3.0	['hsa04728', 'hsa04934', 'hsa04010']	KEGG_2019_Human	3.0	[' WP382', ' WP3611', ' WP3959']	WikiPathways_2019_Human			
97	P16220	Cyclic AMP-responsive element-binding protein 1	Swiss-Prot	CREB1	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human	1.0	[' WP437']	WikiPathways_2019_Human	1.0	['R-HSA-112316']	Reactome_2016
98	P10415	Apoptosis regulator Bcl-2	Swiss-Prot	BCL2	3.0	['hsa04725', 'hsa05014', 'hsa04210']	KEGG_2019_Human	3.0	[' WP3611', ' WP1742', ' WP2447']	WikiPathways_2019_Human			
99	Q12879	Glutamate receptor ionotropic, NMDA 2A	Swiss-Prot	GRIN2A	3.0	['hsa04728', 'hsa04724', 'hsa05014']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
100	Q96LZ3	Calcineurin subunit B type 2	Swiss-Prot	PPP3R2	3.0	['hsa04010', 'hsa04724', 'hsa05014']	KEGG_2019_Human	1.0	[' WP382']	WikiPathways_2019_Human			
101	P01375	Tumor necrosis factor	Swiss-Prot	TNF	3.0	['hsa04010', 'hsa05014', 'hsa04210']	KEGG_2019_Human	3.0	[' WP382', ' WP3611', ' WP2447']	WikiPathways_2019_Human			
102	Q5U091		TrEMBL	NRAS	3.0	['hsa04725', 'hsa04010', 'hsa04210']	KEGG_2019_Human	2.0	[' WP382', ' WP51']	WikiPathways_2019_Human			
103	A0A024R401		TrEMBL	CREB1	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human						
104	Q96BA8	Cyclic AMP-responsive element-binding protein 3-like protein 1	Swiss-Prot	CREB3L1	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human						
105	P32121	Beta-arrestin-2	Swiss-Prot	ARRB2	3.0	['hsa04728', 'hsa04144', 'hsa04010']	KEGG_2019_Human	1.0	[' WP382']	WikiPathways_2019_Human			
106	Q13555	Calcium/calmodulin-dependent protein kinase type II subunit gamma	Swiss-Prot	CAMK2G	3.0	['hsa04728', 'hsa04934', 'hsa04725']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
107	P42574	Caspase-3	Swiss-Prot	CASP3	3.0	['hsa04010', 'hsa05014', 'hsa04210']	KEGG_2019_Human	3.0	[' WP382', ' WP3959', ' WP2447']	WikiPathways_2019_Human			
108	P42338	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform	Swiss-Prot	PIK3CB	3.0	['hsa00562', 'hsa04725', 'hsa04210']	KEGG_2019_Human	1.0	[' WP51']	WikiPathways_2019_Human			
109	P42336	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	Swiss-Prot	PIK3CA	3.0	['hsa00562', 'hsa04725', 'hsa04210']	KEGG_2019_Human	1.0	[' WP51']	WikiPathways_2019_Human			
110	P42263	Glutamate receptor 3	Swiss-Prot	GRIA3	3.0	['hsa04723', 'hsa04728', 'hsa04724']	KEGG_2019_Human				1.0	['R-HSA-112316']	Reactome_2016
