	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
47	P10321	HLA class I histocompatibility antigen, C alpha chain	Swiss-Prot	HLA-C	3.0	['hsa04514', 'hsa05330', 'hsa05416']	KEGG_2019_Human	2.0	[' WP4217', ' WP2328']	WikiPathways_2019_Human			
48	P11215	Integrin alpha-M	Swiss-Prot	ITGAM	3.0	['hsa04514', 'hsa05140', 'hsa04640']	KEGG_2019_Human						
49	P13612	Integrin alpha-4	Swiss-Prot	ITGA4	3.0	['hsa04514', 'hsa05140', 'hsa04640']	KEGG_2019_Human	2.0	[' WP4217', ' WP2118']	WikiPathways_2019_Human			
50	P10747	T-cell-specific surface glycoprotein CD28	Swiss-Prot	CD28	3.0	['hsa04514', 'hsa05330', 'hsa05416']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
51	P42081	T-lymphocyte activation antigen CD86	Swiss-Prot	CD86	3.0	['hsa04514', 'hsa05330', 'hsa05416']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
52	A8K8M6		TrEMBL		3.0	['hsa04514', 'hsa05330', 'hsa05416']	KEGG_2019_Human						
53	B2R7U3		TrEMBL		3.0	['hsa04514', 'hsa05330', 'hsa05416']	KEGG_2019_Human						
54	D3DN82		TrEMBL	CD80	3.0	['hsa04514', 'hsa05330', 'hsa05416']	KEGG_2019_Human						
55	P05556	Integrin beta-1	Swiss-Prot	ITGB1	2.0	['hsa04514', 'hsa05140']	KEGG_2019_Human	2.0	[' WP4217', ' WP2118']	WikiPathways_2019_Human			
56	P05362	Intercellular adhesion molecule 1	Swiss-Prot	ICAM1	2.0	['hsa04514', 'hsa05416']	KEGG_2019_Human						
57	P17927	Complement receptor type 1	Swiss-Prot	CR1	2.0	['hsa05140', 'hsa04640']	KEGG_2019_Human						
58	P05113	Interleukin-5	Swiss-Prot	IL5	2.0	['hsa04640', 'hsa05330']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
59	P18858	DNA ligase 1	Swiss-Prot	LIG1	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human				5.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786']	Reactome_2016
60	P12314	High affinity immunoglobulin gamma Fc receptor I	Swiss-Prot	FCGR1A	2.0	['hsa05140', 'hsa04640']	KEGG_2019_Human						
61	P12004	Proliferating cell nuclear antigen	Swiss-Prot	PCNA	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
62	P29460	Interleukin-12 subunit beta	Swiss-Prot	IL12B	2.0	['hsa05140', 'hsa05330']	KEGG_2019_Human	2.0	[' WP4481', ' WP2328']	WikiPathways_2019_Human			
63	P29459	Interleukin-12 subunit alpha	Swiss-Prot	IL12A	2.0	['hsa05140', 'hsa05330']	KEGG_2019_Human	2.0	[' WP4481', ' WP2328']	WikiPathways_2019_Human			
64	P27694	Replication protein A 70 kDa DNA-binding subunit	Swiss-Prot	RPA1	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	6.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-69002', 'R-HSA-180786']	Reactome_2016
65	Q9HCU8	DNA polymerase delta subunit 4	Swiss-Prot	POLD4	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	1.0	[' WP466']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
66	P01583	Interleukin-1 alpha	Swiss-Prot	IL1A	2.0	['hsa05140', 'hsa04640']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
67	P01584	Interleukin-1 beta	Swiss-Prot	IL1B	2.0	['hsa05140', 'hsa04640']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
68	P20701	Integrin alpha-L	Swiss-Prot	ITGAL	2.0	['hsa04514', 'hsa05416']	KEGG_2019_Human						
69	P01730	T-cell surface glycoprotein CD4	Swiss-Prot	CD4	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human						
70	P01732	T-cell surface glycoprotein CD8 alpha chain	Swiss-Prot	CD8A	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human						
71	P28906	Hematopoietic progenitor cell antigen CD34	Swiss-Prot	CD34	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human						
72	P10966	T-cell surface glycoprotein CD8 beta chain	Swiss-Prot	CD8B	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human						
73	P28340	DNA polymerase delta catalytic subunit	Swiss-Prot	POLD1	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	1.0	[' WP466']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
74	P20273	B-cell receptor CD22	Swiss-Prot	CD22	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human						
75	A0A4Y5UGE4		TrEMBL	CD4	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human						
76	Q15054	DNA polymerase delta subunit 3	Swiss-Prot	POLD3	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
77	Q8TAW8		TrEMBL	CD8A	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human						
78	Q6NSD7		TrEMBL	POLD4	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human						
79	P23229	Integrin alpha-6	Swiss-Prot	ITGA6	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human	2.0	[' WP4217', ' WP2118']	WikiPathways_2019_Human			
80	P08174	Complement decay-accelerating factor	Swiss-Prot	CD55	2.0	['hsa04640', 'hsa05416']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
81	P15927	Replication protein A 32 kDa subunit	Swiss-Prot	RPA2	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	6.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-69002', 'R-HSA-180786']	Reactome_2016
82	P14222	Perforin-1	Swiss-Prot	PRF1	2.0	['hsa05330', 'hsa05416']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
83	P06729	T-cell surface antigen CD2	Swiss-Prot	CD2	2.0	['hsa04514', 'hsa04640']	KEGG_2019_Human						
84	Q04837	Single-stranded DNA-binding protein, mitochondrial	Swiss-Prot	SSBP1	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human						
85	Q13156	Replication protein A 30 kDa subunit	Swiss-Prot	RPA4	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	1.0	[' WP466']	WikiPathways_2019_Human	2.0	['R-HSA-69306', 'R-HSA-69002']	Reactome_2016
86	P35251	Replication factor C subunit 1	Swiss-Prot	RFC1	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP4217']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
87	P35250	Replication factor C subunit 2	Swiss-Prot	RFC2	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	1.0	[' WP466']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
88	P35249	Replication factor C subunit 4	Swiss-Prot	RFC4	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
89	P35244	Replication protein A 14 kDa subunit	Swiss-Prot	RPA3	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	6.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-69002', 'R-HSA-180786']	Reactome_2016
90	P40937	Replication factor C subunit 5	Swiss-Prot	RFC5	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
91	P49005	DNA polymerase delta subunit 2	Swiss-Prot	POLD2	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	1.0	[' WP466']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
92	P05771	Protein kinase C beta type	Swiss-Prot	PRKCB	2.0	['hsa04540', 'hsa05140']	KEGG_2019_Human						
93	P22301	Interleukin-10	Swiss-Prot	IL10	2.0	['hsa05140', 'hsa05330']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
94	P40938	Replication factor C subunit 3	Swiss-Prot	RFC3	2.0	['hsa03030', 'hsa03430']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	8.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69190', 'R-HSA-180786', 'R-HSA-174411', 'R-HSA-69091', 'R-HSA-69109']	Reactome_2016
95	Q2VPA4	Complement component receptor 1-like protein	Swiss-Prot	CR1L	2.0	['hsa05140', 'hsa04640']	KEGG_2019_Human						
96	P68371	Tubulin beta-4B chain	Swiss-Prot	TUBB4B	1.0	['hsa04540']	KEGG_2019_Human	1.0	[' WP2359']	WikiPathways_2019_Human			
97	P62191	26S proteasome regulatory subunit 4	Swiss-Prot	PSMC1	1.0	['hsa03050']	KEGG_2019_Human	1.0	[' WP2359']	WikiPathways_2019_Human	4.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69002']	Reactome_2016
98	P78310	Coxsackievirus and adenovirus receptor	Swiss-Prot	CXADR	1.0	['hsa05416']	KEGG_2019_Human						
99	P63096	Guanine nucleotide-binding protein G(i) subunit alpha-1	Swiss-Prot	GNAI1	1.0	['hsa04540']	KEGG_2019_Human						
100	P62195	26S proteasome regulatory subunit 8	Swiss-Prot	PSMC5	1.0	['hsa03050']	KEGG_2019_Human	1.0	[' WP2359']	WikiPathways_2019_Human	4.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69002']	Reactome_2016
101	P62333	26S proteasome regulatory subunit 10B	Swiss-Prot	PSMC6	1.0	['hsa03050']	KEGG_2019_Human	1.0	[' WP2359']	WikiPathways_2019_Human	4.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69002']	Reactome_2016
102	P68366	Tubulin alpha-4A chain	Swiss-Prot	TUBA4A	1.0	['hsa04540']	KEGG_2019_Human	1.0	[' WP2359']	WikiPathways_2019_Human			
103	P63092	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	Swiss-Prot	GNAS	1.0	['hsa04540']	KEGG_2019_Human						
104	P62993	Growth factor receptor-bound protein 2	Swiss-Prot	GRB2	1.0	['hsa04540']	KEGG_2019_Human						
105	P63000	Ras-related C3 botulinum toxin substrate 1	Swiss-Prot	RAC1	1.0	['hsa05416']	KEGG_2019_Human	1.0	[' WP4217']	WikiPathways_2019_Human			
106	P68363	Tubulin alpha-1B chain	Swiss-Prot	TUBA1B	1.0	['hsa04540']	KEGG_2019_Human	2.0	[' WP2328', ' WP2359']	WikiPathways_2019_Human			
107	P68104	Elongation factor 1-alpha 1	Swiss-Prot	EEF1A1	1.0	['hsa05140']	KEGG_2019_Human						
108	P78344	Eukaryotic translation initiation factor 4 gamma 2	Swiss-Prot	EIF4G2	1.0	['hsa05416']	KEGG_2019_Human						
109	P63261	Actin, cytoplasmic 2	Swiss-Prot	ACTG1	1.0	['hsa05416']	KEGG_2019_Human	2.0	[' WP4217', ' WP2118']	WikiPathways_2019_Human			
110	Q00975	Voltage-dependent N-type calcium channel subunit alpha-1B	Swiss-Prot	CACNA1B	1.0	['hsa04930']	KEGG_2019_Human						
111	Q9Y2U5	Mitogen-activated protein kinase kinase kinase 2	Swiss-Prot	MAP3K2	1.0	['hsa04540']	KEGG_2019_Human						
112	P78357	Contactin-associated protein 1	Swiss-Prot	CNTNAP1	1.0	['hsa04514']	KEGG_2019_Human						
113	Q07890	Son of sevenless homolog 2	Swiss-Prot	SOS2	1.0	['hsa04540']	KEGG_2019_Human						
114	Q07889	Son of sevenless homolog 1	Swiss-Prot	SOS1	1.0	['hsa04540']	KEGG_2019_Human						
115	Q07864	DNA polymerase epsilon catalytic subunit A	Swiss-Prot	POLE	1.0	['hsa03030']	KEGG_2019_Human	2.0	[' WP466', ' WP2446']	WikiPathways_2019_Human	5.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69002', 'R-HSA-180786']	Reactome_2016
116	Q07157	Tight junction protein ZO-1	Swiss-Prot	TJP1	1.0	['hsa04540']	KEGG_2019_Human						
117	Q06323	Proteasome activator complex subunit 1	Swiss-Prot	PSME1	1.0	['hsa03050']	KEGG_2019_Human				4.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69002']	Reactome_2016
118	Q05655	Protein kinase C delta type	Swiss-Prot	PRKCD	1.0	['hsa04930']	KEGG_2019_Human						
119	Q05639	Elongation factor 1-alpha 2	Swiss-Prot	EEF1A2	1.0	['hsa05140']	KEGG_2019_Human						
120	Q05513	Protein kinase C zeta type	Swiss-Prot	PRKCZ	1.0	['hsa04930']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
121	Q04637	Eukaryotic translation initiation factor 4 gamma 1	Swiss-Prot	EIF4G1	1.0	['hsa05416']	KEGG_2019_Human						
122	Q04206	Transcription factor p65	Swiss-Prot	RELA	1.0	['hsa05140']	KEGG_2019_Human	2.0	[' WP4481', ' WP4217']	WikiPathways_2019_Human			
123	Q03135	Caveolin-1	Swiss-Prot	CAV1	1.0	['hsa05416']	KEGG_2019_Human	1.0	[' WP4217']	WikiPathways_2019_Human			
124	Q02750	Dual specificity mitogen-activated protein kinase kinase 1	Swiss-Prot	MAP2K1	1.0	['hsa04540']	KEGG_2019_Human						
125	Q02246	Contactin-2	Swiss-Prot	CNTN2	1.0	['hsa04514']	KEGG_2019_Human						
126	Q02156	Protein kinase C epsilon type	Swiss-Prot	PRKCE	1.0	['hsa04930']	KEGG_2019_Human						
127	Q02153	Guanylate cyclase soluble subunit beta-1	Swiss-Prot	GUCY1B1	1.0	['hsa04540']	KEGG_2019_Human						
128	Q02108	Guanylate cyclase soluble subunit alpha-1	Swiss-Prot	GUCY1A1	1.0	['hsa04540']	KEGG_2019_Human						
129	Q01970	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	Swiss-Prot	PLCB3	1.0	['hsa04540']	KEGG_2019_Human	1.0	[' WP4481']	WikiPathways_2019_Human			
130	Q01668	Voltage-dependent L-type calcium channel subunit alpha-1D	Swiss-Prot	CACNA1D	1.0	['hsa04930']	KEGG_2019_Human	1.0	[' WP2118']	WikiPathways_2019_Human			
131	Q01344	Interleukin-5 receptor subunit alpha	Swiss-Prot	IL5RA	1.0	['hsa04640']	KEGG_2019_Human						
132	Q01113	Interleukin-9 receptor	Swiss-Prot	IL9R	1.0	['hsa04640']	KEGG_2019_Human						
133	P61289	Proteasome activator complex subunit 3	Swiss-Prot	PSME3	1.0	['hsa03050']	KEGG_2019_Human				4.0	['R-HSA-69239', 'R-HSA-69306', 'R-HSA-69242', 'R-HSA-69002']	Reactome_2016
134	Q00722	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	Swiss-Prot	PLCB2	1.0	['hsa04540']	KEGG_2019_Human	1.0	[' WP4481']	WikiPathways_2019_Human			
135	P99999	Cytochrome c	Swiss-Prot	CYCS	1.0	['hsa05416']	KEGG_2019_Human						
136	Q9Y2I2	Netrin-G1	Swiss-Prot	NTNG1	1.0	['hsa04514']	KEGG_2019_Human						
137	P78369	Claudin-10	Swiss-Prot	CLDN10	1.0	['hsa04514']	KEGG_2019_Human						
138	P61812	Transforming growth factor beta-2 proprotein	Swiss-Prot	TGFB2	1.0	['hsa05140']	KEGG_2019_Human						
139	Q9H7M9	V-type immunoglobulin domain-containing suppressor of T-cell activation	Swiss-Prot	VSIR	1.0	['hsa04514']	KEGG_2019_Human						
