	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
10	Q9UDW1	Cytochrome b-c1 complex subunit 9	Swiss-Prot	UQCR10	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
11	Q16795	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial	Swiss-Prot	NDUFA9	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	3.0	[' WP111', ' WP4396', ' WP623']	WikiPathways_2019_Human			
12	O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	Swiss-Prot	NDUFB10	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
13	Q9UI09	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12	Swiss-Prot	NDUFA12	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	3.0	[' WP111', ' WP4396', ' WP4324']	WikiPathways_2019_Human			
14	O15239	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	Swiss-Prot	NDUFA1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	3.0	[' WP111', ' WP4396', ' WP4324']	WikiPathways_2019_Human			
15	Q16718	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	Swiss-Prot	NDUFA5	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
16	P20674	Cytochrome c oxidase subunit 5A, mitochondrial	Swiss-Prot	COX5A	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	3.0	[' WP111', ' WP4396', ' WP678']	WikiPathways_2019_Human			
17	O14957	Cytochrome b-c1 complex subunit 10	Swiss-Prot	UQCR11	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
18	O14949	Cytochrome b-c1 complex subunit 8	Swiss-Prot	UQCRQ	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
19	P31930	Cytochrome b-c1 complex subunit 1, mitochondrial	Swiss-Prot	UQCRC1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
20	P51970	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8	Swiss-Prot	NDUFA8	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
21	P07919	Cytochrome b-c1 complex subunit 6, mitochondrial	Swiss-Prot	UQCRH	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
22	Q7Z4L0	Cytochrome c oxidase subunit 8C, mitochondrial	Swiss-Prot	COX8C	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	1.0	[' WP4396']	WikiPathways_2019_Human			
23	P47985	Cytochrome b-c1 complex subunit Rieske, mitochondrial	Swiss-Prot	UQCRFS1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
24	O14561	Acyl carrier protein, mitochondrial	Swiss-Prot	NDUFAB1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
25	O43920	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5	Swiss-Prot	NDUFS5	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
26	P28331	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	Swiss-Prot	NDUFS1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
27	Q02221	Cytochrome c oxidase subunit 6A2, mitochondrial	Swiss-Prot	COX6A2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
28	O95167	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	Swiss-Prot	NDUFA3	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
29	P49821	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	Swiss-Prot	NDUFV1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
30	P00156	Cytochrome b	Swiss-Prot	MT-CYB	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
31	P24310	Cytochrome c oxidase subunit 7A1, mitochondrial	Swiss-Prot	COX7A1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
32	P24311	Cytochrome c oxidase subunit 7B, mitochondrial	Swiss-Prot	COX7B	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
33	O95299	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	Swiss-Prot	NDUFA10	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
34	O95298	NADH dehydrogenase [ubiquinone] 1 subunit C2	Swiss-Prot	NDUFC2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
35	O95182	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	Swiss-Prot	NDUFA7	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
36	O95178	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial	Swiss-Prot	NDUFB2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
37	O95169	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial	Swiss-Prot	NDUFB8	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
38	O95168	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	Swiss-Prot	NDUFB4	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
39	P00395	Cytochrome c oxidase subunit 1	Swiss-Prot	MT-CO1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
40	Q9NX14	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial	Swiss-Prot	NDUFB11	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP4396', ' WP4324']	WikiPathways_2019_Human			
41	O95139	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6	Swiss-Prot	NDUFB6	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
42	P00403	Cytochrome c oxidase subunit 2	Swiss-Prot	MT-CO2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
43	P00414	Cytochrome c oxidase subunit 3	Swiss-Prot	MT-CO3	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
44	Q9NRX3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2	Swiss-Prot	NDUFA4L2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP4396', ' WP623']	WikiPathways_2019_Human			
45	O75489	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	Swiss-Prot	NDUFS3	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
46	O75438	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	Swiss-Prot	NDUFB1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
47	P21912	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	Swiss-Prot	SDHB	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
48	O75380	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	Swiss-Prot	NDUFS6	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
49	O75306	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	Swiss-Prot	NDUFS2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
50	O75251	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial	Swiss-Prot	NDUFS7	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	3.0	[' WP111', ' WP4396', ' WP623']	WikiPathways_2019_Human			
51	O14548	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	Swiss-Prot	COX7A2L	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
52	P31040	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	Swiss-Prot	SDHA	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
53	O14521	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	Swiss-Prot	SDHD	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
54	P14854	Cytochrome c oxidase subunit 6B1	Swiss-Prot	COX6B1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
55	E9PQ53	NADH dehydrogenase [ubiquinone] 1 subunit C2, isoform 2	Swiss-Prot	NDUFC2-KCTD14	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human						
56	D6W5A1		TrEMBL	COX7A2L	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human						
57	D3DPT9		TrEMBL	NDUFS5	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human						
58	Q86Y39	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11	Swiss-Prot	NDUFA11	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP4396', ' WP623']	WikiPathways_2019_Human			
59	P12074	Cytochrome c oxidase subunit 6A1, mitochondrial	Swiss-Prot	COX6A1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
60	P13073	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	Swiss-Prot	COX4I1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
61	P14406	Cytochrome c oxidase subunit 7A2, mitochondrial	Swiss-Prot	COX7A2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human						
62	P14927	Cytochrome b-c1 complex subunit 7	Swiss-Prot	UQCRB	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
63	Q8TF08	Cytochrome c oxidase subunit 7B2, mitochondrial	Swiss-Prot	COX7B2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	1.0	[' WP4396']	WikiPathways_2019_Human			
64	P15954	Cytochrome c oxidase subunit 7C, mitochondrial	Swiss-Prot	COX7C	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
65	Q9Y6M9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	Swiss-Prot	NDUFB9	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
66	A0A1X7RBG2		TrEMBL	COX1	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human						
67	A0A1X7RBF0		TrEMBL	COX3	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human						
68	A0A096LP55	Cytochrome b-c1 complex subunit 6-like, mitochondrial	Swiss-Prot	UQCRHL	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human						
69	U5Z487	Cytochrome c oxidase subunit 2	TrEMBL	COX2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human						
70	Q99643	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	Swiss-Prot	SDHC	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
71	P10606	Cytochrome c oxidase subunit 5B, mitochondrial	Swiss-Prot	COX5B	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
72	P22695	Cytochrome b-c1 complex subunit 2, mitochondrial	Swiss-Prot	UQCRC2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
73	P56556	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6	Swiss-Prot	NDUFA6	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
74	P56181	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial	Swiss-Prot	NDUFV3	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
75	P09669	Cytochrome c oxidase subunit 6C	Swiss-Prot	COX6C	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	2.0	[' WP111', ' WP4396']	WikiPathways_2019_Human			
76	P10176	Cytochrome c oxidase subunit 8A, mitochondrial	Swiss-Prot	COX8A	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	3.0	[' WP111', ' WP4396', ' WP678']	WikiPathways_2019_Human			
77	P19404	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Swiss-Prot	NDUFV2	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	4.0	[' WP111', ' WP4396', ' WP4324', ' WP623']	WikiPathways_2019_Human			
78	O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	Swiss-Prot	NDUFS8	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	3.0	[' WP111', ' WP4396', ' WP623']	WikiPathways_2019_Human			
79	O00483	Cytochrome c oxidase subunit NDUFA4	Swiss-Prot	NDUFA4	6.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012', 'hsa04932']	KEGG_2019_Human	3.0	[' WP111', ' WP4396', ' WP623']	WikiPathways_2019_Human			
80	P03928	ATP synthase protein 8	Swiss-Prot	MT-ATP8	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	1.0	[' WP111']	WikiPathways_2019_Human			
81	P24539	ATP synthase F(0) complex subunit B1, mitochondrial	Swiss-Prot	ATP5PB	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
82	O75947	ATP synthase subunit d, mitochondrial	Swiss-Prot	ATP5PD	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
83	P48201	ATP synthase F(0) complex subunit C3, mitochondrial	Swiss-Prot	ATP5MC3	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
84	P00846	ATP synthase subunit a	Swiss-Prot	MT-ATP6	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
85	P30049	ATP synthase subunit delta, mitochondrial	Swiss-Prot	ATP5F1D	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
86	Q6NZ59	ATP synthase-coupling factor 6, mitochondrial	TrEMBL	ATP5J	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human						
87	P25705	ATP synthase subunit alpha, mitochondrial	Swiss-Prot	ATP5F1A	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
88	P36542	ATP synthase subunit gamma, mitochondrial	Swiss-Prot	ATP5F1C	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	1.0	[' WP111']	WikiPathways_2019_Human			
89	P48047	ATP synthase subunit O, mitochondrial	Swiss-Prot	ATP5PO	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
90	P56381	ATP synthase subunit epsilon, mitochondrial	Swiss-Prot	ATP5F1E	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
91	P18859	ATP synthase-coupling factor 6, mitochondrial	Swiss-Prot	ATP5PF	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
92	U5YV54	ATP synthase protein 8	TrEMBL	ATP8	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human						
93	Q06055	ATP synthase F(0) complex subunit C2, mitochondrial	Swiss-Prot	ATP5MC2	5.0	['hsa05016', 'hsa04714', 'hsa05010', 'hsa00190', 'hsa05012']	KEGG_2019_Human	2.0	[' WP111', ' WP623']	WikiPathways_2019_Human			
