	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
22	Q4F7X0	Adenylate cyclase	TrEMBL	ADCY8	6.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04211', 'hsa04926', 'hsa04727']	KEGG_2019_Human						
23	P40145	Adenylate cyclase type 8	Swiss-Prot	ADCY8	6.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04211', 'hsa04926', 'hsa04727']	KEGG_2019_Human	2.0	[' WP4222', ' WP4321']	WikiPathways_2019_Human	5.0	['R-HSA-170660', 'R-HSA-170670', 'R-HSA-163615', 'R-HSA-111931', 'R-HSA-164378']	Reactome_2016
24	P36507	Dual specificity mitogen-activated protein kinase kinase 2	Swiss-Prot	MAP2K2	6.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
25	Q8NFM4	Adenylate cyclase type 4	Swiss-Prot	ADCY4	6.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04211', 'hsa04926', 'hsa04727']	KEGG_2019_Human	2.0	[' WP4222', ' WP4321']	WikiPathways_2019_Human	5.0	['R-HSA-170660', 'R-HSA-170670', 'R-HSA-163615', 'R-HSA-111931', 'R-HSA-164378']	Reactome_2016
26	A0A024R2G5		TrEMBL	RAF1	6.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human						
27	P01308	Insulin	Swiss-Prot	INS	6.0	['hsa04923', 'hsa04072', 'hsa04211', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	1.0	[' WP3915']	WikiPathways_2019_Human			
28	Q08462	Adenylate cyclase type 2	Swiss-Prot	ADCY2	6.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04211', 'hsa04926', 'hsa04727']	KEGG_2019_Human	2.0	[' WP4222', ' WP4321']	WikiPathways_2019_Human	5.0	['R-HSA-170660', 'R-HSA-170670', 'R-HSA-163615', 'R-HSA-111931', 'R-HSA-164378']	Reactome_2016
29	Q499G7	Mitogen-activated protein kinase	TrEMBL	MAPK1	6.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human						
30	A0A384P5Q5	Adenylate cyclase	TrEMBL		6.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04211', 'hsa04926', 'hsa04727']	KEGG_2019_Human						
31	P27361	Mitogen-activated protein kinase 3	Swiss-Prot	MAPK3	6.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
32	Q02750	Dual specificity mitogen-activated protein kinase kinase 1	Swiss-Prot	MAP2K1	6.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
33	P04049	RAF proto-oncogene serine/threonine-protein kinase	Swiss-Prot	RAF1	6.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
34	P51828	Adenylate cyclase type 7	Swiss-Prot	ADCY7	6.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04211', 'hsa04926', 'hsa04727']	KEGG_2019_Human	2.0	[' WP4222', ' WP4321']	WikiPathways_2019_Human	5.0	['R-HSA-170660', 'R-HSA-170670', 'R-HSA-163615', 'R-HSA-111931', 'R-HSA-164378']	Reactome_2016
35	O95622	Adenylate cyclase type 5	Swiss-Prot	ADCY5	6.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04211', 'hsa04926', 'hsa04727']	KEGG_2019_Human	2.0	[' WP4222', ' WP4321']	WikiPathways_2019_Human	5.0	['R-HSA-170660', 'R-HSA-170670', 'R-HSA-163615', 'R-HSA-111931', 'R-HSA-164378']	Reactome_2016
36	P28482	Mitogen-activated protein kinase 1	Swiss-Prot	MAPK1	6.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
37	A0A0S2Z3H8		TrEMBL	GNAS	5.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04926', 'hsa04962']	KEGG_2019_Human						
38	P06213	Insulin receptor	Swiss-Prot	INSR	5.0	['hsa04923', 'hsa04072', 'hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
39	Q07889	Son of sevenless homolog 1	Swiss-Prot	SOS1	5.0	['hsa04072', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
40	Q07890	Son of sevenless homolog 2	Swiss-Prot	SOS2	5.0	['hsa04072', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
41	P63092	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short	Swiss-Prot	GNAS	5.0	['hsa04923', 'hsa04072', 'hsa04916', 'hsa04926', 'hsa04962']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human	1.0	['R-HSA-164378']	Reactome_2016
42	P62993	Growth factor receptor-bound protein 2	Swiss-Prot	GRB2	5.0	['hsa04072', 'hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP4321']	WikiPathways_2019_Human			
43	O14654	Insulin receptor substrate 4	Swiss-Prot	IRS4	4.0	['hsa04923', 'hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
44	P45983	Mitogen-activated protein kinase 8	Swiss-Prot	MAPK8	4.0	['hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
45	P45984	Mitogen-activated protein kinase 9	Swiss-Prot	MAPK9	4.0	['hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
46	P53779	Mitogen-activated protein kinase 10	Swiss-Prot	MAPK10	4.0	['hsa04926', 'hsa04068', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
47	O43889	Cyclic AMP-responsive element-binding protein 3	Swiss-Prot	CREB3	4.0	['hsa04916', 'hsa04211', 'hsa04926', 'hsa04962']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
48	P63096	Guanine nucleotide-binding protein G(i) subunit alpha-1	Swiss-Prot	GNAI1	4.0	['hsa04923', 'hsa04916', 'hsa04926', 'hsa04727']	KEGG_2019_Human				1.0	['R-HSA-170670']	Reactome_2016
49	Q68CJ9	Cyclic AMP-responsive element-binding protein 3-like protein 3	Swiss-Prot	CREB3L3	4.0	['hsa04916', 'hsa04211', 'hsa04926', 'hsa04962']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
50	Q6S5L8	SHC-transforming protein 4	Swiss-Prot	SHC4	4.0	['hsa04072', 'hsa04926', 'hsa04910', 'hsa04917']	KEGG_2019_Human						
51	Q9Y4H2	Insulin receptor substrate 2	Swiss-Prot	IRS2	4.0	['hsa04923', 'hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
52	A0A024R401		TrEMBL	CREB1	4.0	['hsa04916', 'hsa04211', 'hsa04926', 'hsa04962']	KEGG_2019_Human						
53	P08754	Guanine nucleotide-binding protein G(i) subunit alpha	Swiss-Prot	GNAI3	4.0	['hsa04923', 'hsa04916', 'hsa04926', 'hsa04727']	KEGG_2019_Human				1.0	['R-HSA-170670']	Reactome_2016
54	P04899	Guanine nucleotide-binding protein G(i) subunit alpha-2	Swiss-Prot	GNAI2	4.0	['hsa04923', 'hsa04916', 'hsa04926', 'hsa04727']	KEGG_2019_Human				1.0	['R-HSA-170670']	Reactome_2016
55	P16220	Cyclic AMP-responsive element-binding protein 1	Swiss-Prot	CREB1	4.0	['hsa04916', 'hsa04211', 'hsa04926', 'hsa04962']	KEGG_2019_Human	2.0	[' WP4222', ' WP4321']	WikiPathways_2019_Human	1.0	['R-HSA-111931']	Reactome_2016
56	P17252	Protein kinase C alpha type	Swiss-Prot	PRKCA	4.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04727']	KEGG_2019_Human	1.0	[' WP481']	WikiPathways_2019_Human			
57	P98077	SHC-transforming protein 2	Swiss-Prot	SHC2	4.0	['hsa04072', 'hsa04926', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
58	P29353	SHC-transforming protein 1	Swiss-Prot	SHC1	4.0	['hsa04072', 'hsa04926', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
59	Q96BA8	Cyclic AMP-responsive element-binding protein 3-like protein 1	Swiss-Prot	CREB3L1	4.0	['hsa04916', 'hsa04211', 'hsa04926', 'hsa04962']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
60	Q92529	SHC-transforming protein 3	Swiss-Prot	SHC3	4.0	['hsa04072', 'hsa04926', 'hsa04910', 'hsa04917']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
61	Q8TEY5	Cyclic AMP-responsive element-binding protein 3-like protein 4	Swiss-Prot	CREB3L4	4.0	['hsa04916', 'hsa04211', 'hsa04926', 'hsa04962']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
62	P35568	Insulin receptor substrate 1	Swiss-Prot	IRS1	4.0	['hsa04923', 'hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
63	Q7Z727		TrEMBL	PRKCA	4.0	['hsa04072', 'hsa04916', 'hsa04926', 'hsa04727']	KEGG_2019_Human						
64	Q70SY1	Cyclic AMP-responsive element-binding protein 3-like protein 2	Swiss-Prot	CREB3L2	4.0	['hsa04916', 'hsa04211', 'hsa04926', 'hsa04962']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
65	O43741	5'-AMP-activated protein kinase subunit beta-2	Swiss-Prot	PRKAB2	3.0	['hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP3915', ' WP4321']	WikiPathways_2019_Human			
66	P54646	5'-AMP-activated protein kinase catalytic subunit alpha-2	Swiss-Prot	PRKAA2	3.0	['hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
67	P00533	Epidermal growth factor receptor	Swiss-Prot	EGFR	3.0	['hsa04072', 'hsa04926', 'hsa04068']	KEGG_2019_Human						
68	P54619	5'-AMP-activated protein kinase subunit gamma-1	Swiss-Prot	PRKAG1	3.0	['hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP3915', ' WP4321']	WikiPathways_2019_Human			
69	P53778	Mitogen-activated protein kinase 12	Swiss-Prot	MAPK12	3.0	['hsa04926', 'hsa04068', 'hsa04917']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
70	P49841	Glycogen synthase kinase-3 beta	Swiss-Prot	GSK3B	3.0	['hsa04916', 'hsa04910', 'hsa04917']	KEGG_2019_Human	4.0	[' WP481', ' WP3915', ' WP2064', ' WP61']	WikiPathways_2019_Human			
71	P49815	Tuberin	Swiss-Prot	TSC2	3.0	['hsa04072', 'hsa04211', 'hsa04910']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
72	P42345	Serine/threonine-protein kinase mTOR	Swiss-Prot	MTOR	3.0	['hsa04072', 'hsa04211', 'hsa04910']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
73	P19838	Nuclear factor NF-kappa-B p105 subunit	Swiss-Prot	NFKB1	3.0	['hsa04211', 'hsa04926', 'hsa04917']	KEGG_2019_Human	2.0	[' WP2064', ' WP61']	WikiPathways_2019_Human			
74	P12931	Proto-oncogene tyrosine-protein kinase Src	Swiss-Prot	SRC	3.0	['hsa04926', 'hsa04727', 'hsa04917']	KEGG_2019_Human	1.0	[' WP61']	WikiPathways_2019_Human			
75	P09471	Guanine nucleotide-binding protein G(o) subunit alpha	Swiss-Prot	GNAO1	3.0	['hsa04916', 'hsa04926', 'hsa04727']	KEGG_2019_Human						
76	O43524	Forkhead box protein O3	Swiss-Prot	FOXO3	3.0	['hsa04211', 'hsa04068', 'hsa04917']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP3640']	WikiPathways_2019_Human			
77	X5D9D2		TrEMBL	TSC1	3.0	['hsa04072', 'hsa04211', 'hsa04910']	KEGG_2019_Human						
78	F2YGG7	Receptor protein-tyrosine kinase	TrEMBL		3.0	['hsa04072', 'hsa04926', 'hsa04068']	KEGG_2019_Human						
79	Q02930	Cyclic AMP-responsive element-binding protein 5	Swiss-Prot	CREB5	3.0	['hsa04211', 'hsa04926', 'hsa04962']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
80	Q13131	5'-AMP-activated protein kinase catalytic subunit alpha-1	Swiss-Prot	PRKAA1	3.0	['hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
81	Q9NQ66	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	Swiss-Prot	PLCB1	3.0	['hsa04072', 'hsa04916', 'hsa04926']	KEGG_2019_Human						
82	Q15147	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4	Swiss-Prot	PLCB4	3.0	['hsa04072', 'hsa04916', 'hsa04926']	KEGG_2019_Human						
83	Q12778	Forkhead box protein O1	Swiss-Prot	FOXO1	3.0	['hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
84	Q15382	GTP-binding protein Rheb	Swiss-Prot	RHEB	3.0	['hsa04072', 'hsa04211', 'hsa04910']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
85	Q16539	Mitogen-activated protein kinase 14	Swiss-Prot	MAPK14	3.0	['hsa04926', 'hsa04068', 'hsa04917']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
86	Q9UGI9	5'-AMP-activated protein kinase subunit gamma-3	Swiss-Prot	PRKAG3	3.0	['hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP3915', ' WP4321']	WikiPathways_2019_Human			
87	Q04206	Transcription factor p65	Swiss-Prot	RELA	3.0	['hsa04211', 'hsa04926', 'hsa04917']	KEGG_2019_Human						
88	Q8N6I9		TrEMBL	GNAO1	3.0	['hsa04916', 'hsa04926', 'hsa04727']	KEGG_2019_Human						
89	D3DN88		TrEMBL	GSK3B	3.0	['hsa04916', 'hsa04910', 'hsa04917']	KEGG_2019_Human						
90	Q01970	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	Swiss-Prot	PLCB3	3.0	['hsa04072', 'hsa04916', 'hsa04926']	KEGG_2019_Human						
91	Q92574	Hamartin	Swiss-Prot	TSC1	3.0	['hsa04072', 'hsa04211', 'hsa04910']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
92	Q15759	Mitogen-activated protein kinase 11	Swiss-Prot	MAPK11	3.0	['hsa04926', 'hsa04068', 'hsa04917']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
93	Q9UGJ0	5'-AMP-activated protein kinase subunit gamma-2	Swiss-Prot	PRKAG2	3.0	['hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP3915', ' WP4321']	WikiPathways_2019_Human			
94	O15264	Mitogen-activated protein kinase 13	Swiss-Prot	MAPK13	3.0	['hsa04926', 'hsa04068', 'hsa04917']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
95	Q00722	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	Swiss-Prot	PLCB2	3.0	['hsa04072', 'hsa04916', 'hsa04926']	KEGG_2019_Human						
96	Q9Y478	5'-AMP-activated protein kinase subunit beta-1	Swiss-Prot	PRKAB1	3.0	['hsa04211', 'hsa04068', 'hsa04910']	KEGG_2019_Human	2.0	[' WP3915', ' WP4321']	WikiPathways_2019_Human			
97	Q9HAV0	Guanine nucleotide-binding protein subunit beta-4	Swiss-Prot	GNB4	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
98	P21583	Kit ligand	Swiss-Prot	KITLG	2.0	['hsa04072', 'hsa04916']	KEGG_2019_Human						
99	P06730	Eukaryotic translation initiation factor 4E	Swiss-Prot	EIF4E	2.0	['hsa04211', 'hsa04910']	KEGG_2019_Human	2.0	[' WP481', ' WP3915']	WikiPathways_2019_Human			
100	Q9BUM1	Glucose-6-phosphatase 3	Swiss-Prot	G6PC3	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human						
101	P23443	Ribosomal protein S6 kinase beta-1	Swiss-Prot	RPS6KB1	2.0	['hsa04211', 'hsa04910']	KEGG_2019_Human	3.0	[' WP481', ' WP3915', ' WP4321']	WikiPathways_2019_Human			
102	Q9H0R8	Gamma-aminobutyric acid receptor-associated protein-like 1	Swiss-Prot	GABARAPL1	2.0	['hsa04068', 'hsa04727']	KEGG_2019_Human						
103	P24385	G1/S-specific cyclin-D1	Swiss-Prot	CCND1	2.0	['hsa04068', 'hsa04917']	KEGG_2019_Human	1.0	[' WP61']	WikiPathways_2019_Human			
104	P24530	Endothelin receptor type B	Swiss-Prot	EDNRB	2.0	['hsa04916', 'hsa04926']	KEGG_2019_Human						
105	P27482	Calmodulin-like protein 3	Swiss-Prot	CALML3	2.0	['hsa04916', 'hsa04910']	KEGG_2019_Human						
106	Q99941	Cyclic AMP-dependent transcription factor ATF-6 beta	Swiss-Prot	ATF6B	2.0	['hsa04211', 'hsa04926']	KEGG_2019_Human						
107	Q9NQR9	Glucose-6-phosphatase 2	Swiss-Prot	G6PC2	2.0	['hsa04068', 'hsa04910']	KEGG_2019_Human						
108	Q9UBI6	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	Swiss-Prot	GNG12	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
109	P18848	Cyclic AMP-dependent transcription factor ATF-4	Swiss-Prot	ATF4	2.0	['hsa04211', 'hsa04926']	KEGG_2019_Human						
110	Q9NZT1	Calmodulin-like protein 5	Swiss-Prot	CALML5	2.0	['hsa04916', 'hsa04910']	KEGG_2019_Human						
111	Q9P2W3	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13	Swiss-Prot	GNG13	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
112	Q96EB6	NAD-dependent protein deacetylase sirtuin-1	Swiss-Prot	SIRT1	2.0	['hsa04211', 'hsa04068']	KEGG_2019_Human						
113	P16520	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3	Swiss-Prot	GNB3	2.0	['hsa04926', 'hsa04727']	KEGG_2019_Human						
114	Q9UBK2	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	Swiss-Prot	PPARGC1A	2.0	['hsa04211', 'hsa04910']	KEGG_2019_Human	1.0	[' WP4321']	WikiPathways_2019_Human			
