	Uniprot	ProteinName	Reviewed	GeneName	CommonPathways_KEGG_2019_Human	Pathways_KEGG_2019_Human	PathwaysDB_KEGG_2019_Human	CommonPathways_WikiPathways_2019_Human	Pathways_WikiPathways_2019_Human	PathwaysDB_WikiPathways_2019_Human	CommonPathways_Reactome_2016	Pathways_Reactome_2016	PathwaysDB_Reactome_2016
21	A0A1V0E3P0		TrEMBL	HLA-DOA	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human						
22	A0A1V0E3N6		TrEMBL	HLA-DOA	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human						
23	A0A1V0E3N3		TrEMBL	HLA-DOA	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human						
24	Q5Y7D1		TrEMBL	HLA-DRB1	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human						
25	A0A1V0E3N1		TrEMBL	HLA-DOA	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human						
26	A0A1V0E3P8		TrEMBL	HLA-DOA	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human						
27	Q30154	HLA class II histocompatibility antigen, DR beta 5 chain	Swiss-Prot	HLA-DRB5	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-877300']	Reactome_2016
28	P79483	HLA class II histocompatibility antigen, DR beta 3 chain	Swiss-Prot	HLA-DRB3	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-877300']	Reactome_2016
29	Q31604		TrEMBL	DMA	10.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human			
30	P01375	Tumor necrosis factor	Swiss-Prot	TNF	8.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human	2.0	[' WP2431', ' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
31	O60603	Toll-like receptor 2	Swiss-Prot	TLR2	6.0	['hsa05152', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa05321']	KEGG_2019_Human	2.0	[' WP2865', ' WP2806']	WikiPathways_2019_Human	4.0	['R-HSA-168256', 'R-HSA-5602498', 'R-HSA-5603041', 'R-HSA-168249']	Reactome_2016
32	P01579	Interferon gamma	Swiss-Prot	IFNG	6.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05323', 'hsa04612', 'hsa05321']	KEGG_2019_Human	4.0	[' WP2865', ' WP2431', ' WP619', ' WP2328']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-877300']	Reactome_2016
33	O00206	Toll-like receptor 4	Swiss-Prot	TLR4	6.0	['hsa05152', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa05321']	KEGG_2019_Human	1.0	[' WP2431']	WikiPathways_2019_Human	4.0	['R-HSA-168256', 'R-HSA-5602498', 'R-HSA-5603041', 'R-HSA-168249']	Reactome_2016
34	B3KWR9	Toll-like receptor	TrEMBL		6.0	['hsa05152', 'hsa05145', 'hsa04145', 'hsa05140', 'hsa05323', 'hsa05321']	KEGG_2019_Human						
35	P22301	Interleukin-10	Swiss-Prot	IL10	6.0	['hsa05152', 'hsa05150', 'hsa05145', 'hsa05140', 'hsa05321', 'hsa05310']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
36	P01137	Transforming growth factor beta-1 proprotein	Swiss-Prot	TGFB1	5.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05323', 'hsa05321']	KEGG_2019_Human	2.0	[' WP2431', ' WP2328']	WikiPathways_2019_Human	4.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-202733', 'R-HSA-1474244']	Reactome_2016
37	P01583	Interleukin-1 alpha	Swiss-Prot	IL1A	5.0	['hsa05152', 'hsa05140', 'hsa05323', 'hsa05321', 'hsa04640']	KEGG_2019_Human	2.0	[' WP2431', ' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
38	P05107	Integrin beta-2	Swiss-Prot	ITGB2	5.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140', 'hsa05323']	KEGG_2019_Human	3.0	[' WP3945', ' WP2806', ' WP3937']	WikiPathways_2019_Human	6.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-202733', 'R-HSA-1474244', 'R-HSA-198933', 'R-HSA-168249']	Reactome_2016
39	P11215	Integrin alpha-M	Swiss-Prot	ITGAM	5.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140', 'hsa04640']	KEGG_2019_Human	2.0	[' WP3945', ' WP3937']	WikiPathways_2019_Human	5.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-202733', 'R-HSA-1474244', 'R-HSA-168249']	Reactome_2016
40	P12314	High affinity immunoglobulin gamma Fc receptor I	Swiss-Prot	FCGR1A	5.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140', 'hsa04640']	KEGG_2019_Human	1.0	[' WP3937']	WikiPathways_2019_Human	4.0	['R-HSA-168256', 'R-HSA-198933', 'R-HSA-877300', 'R-HSA-168249']	Reactome_2016
41	P01584	Interleukin-1 beta	Swiss-Prot	IL1B	5.0	['hsa05152', 'hsa05140', 'hsa05323', 'hsa05321', 'hsa04640']	KEGG_2019_Human	4.0	[' WP2865', ' WP2431', ' WP619', ' WP2328']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
42	P61812	Transforming growth factor beta-2 proprotein	Swiss-Prot	TGFB2	5.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05323', 'hsa05321']	KEGG_2019_Human				2.0	['R-HSA-109582', 'R-HSA-1474244']	Reactome_2016
43	P10600	Transforming growth factor beta-3 proprotein	Swiss-Prot	TGFB3	5.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05323', 'hsa05321']	KEGG_2019_Human				2.0	['R-HSA-109582', 'R-HSA-1474244']	Reactome_2016
44	P05112	Interleukin-4	Swiss-Prot	IL4	4.0	['hsa05140', 'hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human	2.0	[' WP2431', ' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
45	P29459	Interleukin-12 subunit alpha	Swiss-Prot	IL12A	4.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05321']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
46	P42224	Signal transducer and activator of transcription 1-alpha/beta	Swiss-Prot	STAT1	4.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05321']	KEGG_2019_Human	3.0	[' WP3929', ' WP619', ' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
47	P19838	Nuclear factor NF-kappa-B p105 subunit	Swiss-Prot	NFKB1	4.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05321']	KEGG_2019_Human	2.0	[' WP2865', ' WP3929']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
48	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A	Swiss-Prot	FCGR3A	4.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140']	KEGG_2019_Human	1.0	[' WP2806']	WikiPathways_2019_Human	3.0	['R-HSA-168256', 'R-HSA-198933', 'R-HSA-168249']	Reactome_2016
49	O75015	Low affinity immunoglobulin gamma Fc region receptor III-B	Swiss-Prot	FCGR3B	4.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
50	Q04206	Transcription factor p65	Swiss-Prot	RELA	4.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05321']	KEGG_2019_Human	1.0	[' WP3929']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
51	P01024	Complement C3	Swiss-Prot	C3	4.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140']	KEGG_2019_Human	3.0	[' WP3945', ' WP2806', ' WP2328']	WikiPathways_2019_Human	3.0	['R-HSA-168256', 'R-HSA-198933', 'R-HSA-168249']	Reactome_2016
52	P29460	Interleukin-12 subunit beta	Swiss-Prot	IL12B	4.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05321']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
53	V9HWA9		TrEMBL	HEL-S-62p	4.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140']	KEGG_2019_Human						
54	P15260	Interferon gamma receptor 1	Swiss-Prot	IFNGR1	4.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05321']	KEGG_2019_Human	1.0	[' WP619']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-877300']	Reactome_2016
55	B4DVM1		TrEMBL		4.0	['hsa05152', 'hsa05323', 'hsa05321', 'hsa04640']	KEGG_2019_Human						
56	P12318	Low affinity immunoglobulin gamma Fc region receptor II-a	Swiss-Prot	FCGR2A	4.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140']	KEGG_2019_Human	1.0	[' WP2431']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
57	P31995	Low affinity immunoglobulin gamma Fc region receptor II-c	Swiss-Prot	FCGR2C	4.0	['hsa05152', 'hsa05150', 'hsa04145', 'hsa05140']	KEGG_2019_Human						
58	P38484	Interferon gamma receptor 2	Swiss-Prot	IFNGR2	4.0	['hsa05152', 'hsa05145', 'hsa05140', 'hsa05321']	KEGG_2019_Human	1.0	[' WP619']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-877300']	Reactome_2016
59	P05231	Interleukin-6	Swiss-Prot	IL6	4.0	['hsa05152', 'hsa05323', 'hsa05321', 'hsa04640']	KEGG_2019_Human	1.0	[' WP2431']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
60	Q15759	Mitogen-activated protein kinase 11	Swiss-Prot	MAPK11	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
61	P07711	Cathepsin L1	Swiss-Prot	CTSL	3.0	['hsa04145', 'hsa05323', 'hsa04612']	KEGG_2019_Human				3.0	['R-HSA-168256', 'R-HSA-1474244', 'R-HSA-168249']	Reactome_2016
62	P08571	Monocyte differentiation antigen CD14	Swiss-Prot	CD14	3.0	['hsa05152', 'hsa04145', 'hsa04640']	KEGG_2019_Human	1.0	[' WP4146']	WikiPathways_2019_Human	4.0	['R-HSA-168256', 'R-HSA-5602498', 'R-HSA-5603041', 'R-HSA-168249']	Reactome_2016
63	Q99836	Myeloid differentiation primary response protein MyD88	Swiss-Prot	MYD88	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human	1.0	[' WP2865']	WikiPathways_2019_Human	4.0	['R-HSA-168256', 'R-HSA-5602498', 'R-HSA-5603041', 'R-HSA-168249']	Reactome_2016
64	P23458	Tyrosine-protein kinase JAK1	Swiss-Prot	JAK1	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human	1.0	[' WP619']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-877300']	Reactome_2016
65	Q8N8Y2	V-type proton ATPase subunit d 2	Swiss-Prot	ATP6V0D2	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
66	Q499G7	Mitogen-activated protein kinase	TrEMBL	MAPK1	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human						
67	Q99437	V-type proton ATPase 21 kDa proteolipid subunit	Swiss-Prot	ATP6V0B	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
68	Q2VPA4	Complement component receptor 1-like protein	Swiss-Prot	CR1L	3.0	['hsa05152', 'hsa05140', 'hsa04640']	KEGG_2019_Human						
69	Q15904	V-type proton ATPase subunit S1	Swiss-Prot	ATP6AP1	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human						
70	P17927	Complement receptor type 1	Swiss-Prot	CR1	3.0	['hsa05152', 'hsa05140', 'hsa04640']	KEGG_2019_Human	1.0	[' WP2806']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
71	Q16539	Mitogen-activated protein kinase 14	Swiss-Prot	MAPK14	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human				3.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-168249']	Reactome_2016
72	P05412	Transcription factor AP-1	Swiss-Prot	JUN	3.0	['hsa05140', 'hsa05323', 'hsa05321']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
73	Q14116	Interleukin-18	Swiss-Prot	IL18	3.0	['hsa05152', 'hsa05323', 'hsa05321']	KEGG_2019_Human	2.0	[' WP2865', ' WP3945']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
74	Q13488	V-type proton ATPase 116 kDa subunit a isoform 3	Swiss-Prot	TCIRG1	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human	1.0	[' WP3945']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
75	Q93050	V-type proton ATPase 116 kDa subunit a isoform 1	Swiss-Prot	ATP6V0A1	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
76	P05556	Integrin beta-1	Swiss-Prot	ITGB1	3.0	['hsa05145', 'hsa04145', 'hsa05140']	KEGG_2019_Human				5.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-202733', 'R-HSA-1474244', 'R-HSA-198933']	Reactome_2016
77	P05113	Interleukin-5	Swiss-Prot	IL5	3.0	['hsa05321', 'hsa04640', 'hsa05310']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
78	Q66X48		TrEMBL	MHC2TA	3.0	['hsa05152', 'hsa05145', 'hsa04612']	KEGG_2019_Human						
79	P33076	MHC class II transactivator	Swiss-Prot	CIITA	3.0	['hsa05152', 'hsa05145', 'hsa04612']	KEGG_2019_Human	1.0	[' WP619']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-877300']	Reactome_2016
80	Q9HBG4	V-type proton ATPase 116 kDa subunit a isoform 4	Swiss-Prot	ATP6V0A4	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
81	Q9UI12	V-type proton ATPase subunit H	Swiss-Prot	ATP6V1H	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
82	B4E359		TrEMBL		3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human						
83	P61421	V-type proton ATPase subunit d 1	Swiss-Prot	ATP6V0D1	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
84	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b	Swiss-Prot	FCGR2B	3.0	['hsa05152', 'hsa05150', 'hsa04145']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-198933']	Reactome_2016
85	P35228	Nitric oxide synthase, inducible	Swiss-Prot	NOS2	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human	2.0	[' WP2431', ' WP619']	WikiPathways_2019_Human	3.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-168249']	Reactome_2016
86	O15264	Mitogen-activated protein kinase 13	Swiss-Prot	MAPK13	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
87	P28482	Mitogen-activated protein kinase 1	Swiss-Prot	MAPK1	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human	2.0	[' WP2431', ' WP3929']	WikiPathways_2019_Human	3.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-168249']	Reactome_2016
88	Q9NWZ3	Interleukin-1 receptor-associated kinase 4	Swiss-Prot	IRAK4	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human				3.0	['R-HSA-168256', 'R-HSA-5603041', 'R-HSA-168249']	Reactome_2016
89	Q9NPF7	Interleukin-23 subunit alpha	Swiss-Prot	IL23A	3.0	['hsa05152', 'hsa05323', 'hsa05321']	KEGG_2019_Human				1.0	['R-HSA-168256']	Reactome_2016
90	Q9Y487	V-type proton ATPase 116 kDa subunit a isoform 2	Swiss-Prot	ATP6V0A2	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
91	P27449	V-type proton ATPase 16 kDa proteolipid subunit	Swiss-Prot	ATP6V0C	3.0	['hsa05152', 'hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
92	P27361	Mitogen-activated protein kinase 3	Swiss-Prot	MAPK3	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human	2.0	[' WP2431', ' WP3929']	WikiPathways_2019_Human	3.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-168249']	Reactome_2016
93	P53778	Mitogen-activated protein kinase 12	Swiss-Prot	MAPK12	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
94	Q9Y4K3	TNF receptor-associated factor 6	Swiss-Prot	TRAF6	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
95	P25774	Cathepsin S	Swiss-Prot	CTSS	3.0	['hsa05152', 'hsa04145', 'hsa04612']	KEGG_2019_Human				3.0	['R-HSA-168256', 'R-HSA-1474244', 'R-HSA-168249']	Reactome_2016
96	O60674	Tyrosine-protein kinase JAK2	Swiss-Prot	JAK2	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human	2.0	[' WP3929', ' WP619']	WikiPathways_2019_Human	3.0	['R-HSA-168256', 'R-HSA-109582', 'R-HSA-877300']	Reactome_2016
97	P51617	Interleukin-1 receptor-associated kinase 1	Swiss-Prot	IRAK1	3.0	['hsa05152', 'hsa05145', 'hsa05140']	KEGG_2019_Human	1.0	[' WP2865']	WikiPathways_2019_Human	2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
98	Q16552	Interleukin-17A	Swiss-Prot	IL17A	2.0	['hsa05323', 'hsa05321']	KEGG_2019_Human	1.0	[' WP2328']	WikiPathways_2019_Human	1.0	['R-HSA-168256']	Reactome_2016
99	P36543	V-type proton ATPase subunit E 1	Swiss-Prot	ATP6V1E1	2.0	['hsa04145', 'hsa05323']	KEGG_2019_Human				2.0	['R-HSA-168256', 'R-HSA-168249']	Reactome_2016
